[2026-06-26 12:41:40,753] INFO in logger: Logger initialised.
[2026-06-26 13:34:37,847] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:41,355] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:41,572] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:43,545] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:44,213] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:44,869] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:44,873] INFO in loan_service: Loan application #1 created by user #1 (credit score 730)
[2026-06-26 13:34:45,531] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:46,171] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:46,821] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:47,458] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:48,096] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:48,744] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:49,377] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:49,380] INFO in loan_service: Loan application #1 created by user #1 (credit score 625)
[2026-06-26 13:34:49,381] INFO in loan_service: Loan application #2 created by user #1 (credit score 722)
[2026-06-26 13:34:50,018] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:50,228] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:50,230] INFO in loan_service: Loan application #1 created by user #1 (credit score 669)
[2026-06-26 13:34:50,865] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:51,074] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:51,076] INFO in loan_service: Loan application #1 created by user #1 (credit score 327)
[2026-06-26 13:34:51,733] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:52,368] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:52,578] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:52,580] INFO in loan_service: Loan application #1 created by user #1 (credit score 845)
[2026-06-26 13:34:52,581] INFO in audit_service: Audit entry created — loan #1 approved by officer #2
[2026-06-26 13:34:52,582] INFO in loan_service: Loan #1 approved by officer #2
[2026-06-26 13:34:53,214] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:53,425] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:53,427] INFO in loan_service: Loan application #1 created by user #1 (credit score 623)
[2026-06-26 13:34:53,429] INFO in audit_service: Audit entry created — loan #1 rejected by officer #2
[2026-06-26 13:34:53,429] INFO in loan_service: Loan #1 rejected by officer #2
[2026-06-26 13:34:54,060] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:54,268] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:54,270] INFO in loan_service: Loan application #1 created by user #1 (credit score 348)
[2026-06-26 13:34:54,272] INFO in audit_service: Audit entry created — loan #1 approved by officer #2
[2026-06-26 13:34:54,272] INFO in loan_service: Loan #1 approved by officer #2
[2026-06-26 13:34:54,899] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:55,109] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:55,112] INFO in loan_service: Loan application #1 created by user #1 (credit score 769)
[2026-06-26 13:34:55,740] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:56,370] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:56,579] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:56,581] INFO in loan_service: Loan application #1 created by user #1 (credit score 567)
[2026-06-26 13:34:56,582] INFO in audit_service: Audit entry created — loan #1 approved by officer #2
[2026-06-26 13:34:56,583] INFO in loan_service: Loan #1 approved by officer #2
[2026-06-26 13:34:57,388] INFO in auth_service: User logged in: customer@test.com
[2026-06-26 13:34:57,614] INFO in auth_service: User logged in: officer@test.com
[2026-06-26 13:34:57,616] INFO in loan_service: Loan application #1 created by user #1 (credit score 825)
[2026-06-26 13:48:44,777] INFO in logger: Logger initialised.
[2026-06-26 13:49:27,390] INFO in logger: Logger initialised.
[2026-06-26 13:50:16,819] INFO in logger: Logger initialised.
[2026-06-26 13:50:17,428] INFO in logger: Logger initialised.
[2026-06-26 14:35:06,520] INFO in logger: Logger initialised.
[2026-06-26 14:35:49,342] INFO in logger: Logger initialised.
[2026-06-26 14:35:50,001] INFO in logger: Logger initialised.
